"ALTERNATE_NAMES","SEGMENT","anterior","labial","back","high","ATR","lateral","distributed","LONG","spread","low","syllabic","continuant","nasal","sonorant","coronal","tense","constr","vocalic","strident","EXTRA","consonantal","voice","round"
"arv","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"arv","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"arv","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"arv","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"arv","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"arv","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"arv","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"arv","tʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"ary","tˤ","+","-","+","-","0","-","-","-","-","+","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ary","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ary","dˤ","+","-","+","-","0","-","-","-","-","+","-","-","-","-","+","0","-","-","-","-","+","+","-"
"ary","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ary","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"ary","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ary","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ary","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"arz","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"arz","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"arz","d̪ˤ","+","-","+","-","0","-","+","-","-","+","-","-","-","-","+","0","-","-","-","-","+","+","-"
"arz","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"arz","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"arz","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"arz","t̪ˤ","+","-","+","-","0","-","+","-","-","+","-","-","-","-","+","0","-","-","-","-","+","-","-"
"asb","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"asb","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"asb","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"asb","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"asc;_cns;_nks;_asy;_tml","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"asc;_cns;_nks;_asy;_tml","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"asc;_cns;_nks;_asy;_tml","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"asc;_cns;_nks;_asy;_tml","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"auc","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"auc","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"auc","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"auc","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"auc","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"auc","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"auc","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"auy","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"auy","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"auy","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"auy","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"auy","kʷ","-","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","+"
"auy","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"auy","ɡʷ","-","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","+"
"auy","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"awb","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"awb","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"awb","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"awb","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"awb","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"awb","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ayl","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"ayl","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ayl","tˤ","+","-","+","-","0","-","-","-","-","+","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ayl","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ayl","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ayl","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ayr","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"ayr","kʼ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"ayr","tʃʼ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"ayr","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ayr","tʃʰ","-","-","-","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"ayr","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"ayr","tʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"ayr","tʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"ayr","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ayr","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ayr","pʼ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"ayr","qʼ","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"ayr","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ayr","qʰ","-","-","+","-","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"ayr","pʰ","+","+","-","-","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"azb","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"azb","kʲ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"azb","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"azb","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"azb","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"azb","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"azb","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"azb","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bae","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"bae","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bae","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"bae","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bae","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"bae","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bae","tʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"bae","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"bae","pʰ","+","+","-","-","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"baw","tː","+","-","-","-","0","-","-","+","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"baw","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","+","-","+","+","-"
"baw","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-"
"baw","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","+","-","+","-","-"
"baw","pf","+","+","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","+","-","+","-","-"
"baw","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","-","-","-","+","-","+","-","-"
"baw","kː","-","-","+","+","0","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"baw","dːʒ","-","-","-","+","0","-","+","+","-","-","-","-","-","-","+","-","-","-","+","-","+","+","-"
"baw","bv","+","+","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","+","-","+","+","-"
"baw","dz","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","+","-","+","+","-"
"baw","tːʃ","-","-","-","+","0","-","+","+","-","-","-","-","-","-","+","-","-","-","+","-","+","-","-"
"baw","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-"
"baw","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-"
"baw","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","+","-","-"
"baw","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-"
"bcm","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"bcm","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bcm","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"bcm","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bcm","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bcm","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"bcm","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"bcm","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bea","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"bea","kʼ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"bea","tɬʼ","+","-","-","-","0","+","0","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"bea","tʃʼ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"bea","tʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"bea","tɬʰ","+","-","-","-","0","+","0","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"bea","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"bea","tʃʰ","-","-","-","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"bea","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"bea","tɬ","+","-","-","-","0","+","0","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"bea","tsʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"bea","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bea","tsʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"bea","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bea","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"bea","tʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"bem","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"bem","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bem","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bem","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ben","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"ben","ɖ","-","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"ben","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"ben","ɡʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","+","-"
"ben","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ben","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"ben","tʃʰ","-","-","-","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"ben","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ben","t̪ʰ","+","-","-","-","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"ben","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"ben","d̪ʰ","+","-","-","-","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","+","-"
"ben","dʒʰ","-","-","-","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","+","-","+","+","-"
"ben","ʈ","-","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"ben","ʈʰ","-","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"ben","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"ben","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ben","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"ben","ɖʰ","-","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","+","-"
"ben","bʰ","+","+","-","-","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","+","-"
"ben","pʰ","+","+","-","-","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"bew","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"bew","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bew","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"bew","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bew","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"bew","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bew","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bew","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"bfa","ɓ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","+","-","-","-","+","+","-"
"bfa","ɟ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bfa","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bfa","ɡ͡b","+","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bfa","ɗ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","+","-","-","-","+","+","-"
"bfa","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bfa","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"bfa","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bfa","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bfa","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"bfa","k͡p","+","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"bgq","ɟ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bgq","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"bgq","ɖ","-","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"bgq","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"bgq","ʈʰ","-","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"bgq","ɡʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","+","-"
"bgq","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"bgq","cʰ","-","-","-","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"bgq","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"bgq","t̪ʰ","+","-","-","-","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"bgq","d̪ʰ","+","-","-","-","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","+","-"
